datetime,spread,zscore,mu,futures_pos,etf_pos
2025-10-29 14:23:00,-6.141235467601675,-1.4011638784703213,-5.9557335794224,-8,83700.0
2025-10-29 14:24:00,-6.132406065220749,-1.3344721600945144,-5.9557335794224,-8,83700.0
2025-10-29 14:25:00,-6.132406065220749,-1.3344721600945144,-5.9557335794224,-8,83700.0
2025-10-29 14:26:00,-6.127406065220754,-1.296705324074093,-5.9557335794224,-8,83700.0
2025-10-29 14:27:00,-6.1298942723635435,-1.3154996663034255,-5.9557335794224,-8,83700.0
2025-10-29 14:28:00,-6.142553077125399,-1.4111162670346178,-5.9557335794224,-8,83700.0
2025-10-29 14:29:00,-6.142211881887249,-1.408539094112585,-5.9557335794224,-8,83700.0
2025-10-29 14:30:00,-6.138553077125394,-1.380902798218216,-5.9557335794224,-8,83700.0
2025-10-29 14:31:00,-6.155211881887254,-1.5067328677658098,-5.9557335794224,-8,83700.0
2025-10-29 14:32:00,-6.157382479506325,-1.5231281886349732,-5.9557335794224,-8,83700.0
2025-10-29 14:33:00,-6.132064869982614,-1.3318949871725891,-5.9557335794224,-8,83700.0
2025-10-29 14:34:00,-6.158723674744465,-1.533258728761026,-5.9557335794224,-8,83700.0
2025-10-29 14:35:00,-6.148064869982605,-1.452748862437981,-5.9557335794224,-8,83700.0
2025-10-29 14:36:00,-6.15206486998261,-1.4829623312543827,-5.9557335794224,-8,83700.0
2025-10-29 14:37:00,-6.15423546760168,-1.499357652123546,-5.9557335794224,-8,83700.0
2025-10-29 14:38:00,-6.15540606522076,-1.5081996057886897,-5.9557335794224,-8,83700.0
2025-10-29 14:39:00,-6.1422354676016795,-1.4087172456744486,-5.9557335794224,-8,83700.0
2025-10-29 14:40:00,-6.15289427236354,-1.4892271119974936,-5.9557335794224,-8,83700.0
2025-10-29 14:41:00,-6.131406065220759,-1.3269187928904946,-5.9557335794224,-8,83700.0
2025-10-29 14:42:00,-6.128576662839819,-1.3055472777391293,-5.9557335794224,-8,83700.0
2025-10-29 14:43:00,-6.1275766628398145,-1.297993910535002,-5.9557335794224,-8,83700.0
2025-10-29 14:44:00,-6.115088455697034,-1.2036658962648263,-5.9557335794224,-8,83700.0
2025-10-29 14:45:00,-6.109259053316094,-1.1596342795011865,-5.9557335794224,-8,83700.0
2025-10-29 14:46:00,-6.113088455697024,-1.1885591618565718,-5.9557335794224,-8,83700.0
2025-10-29 14:47:00,-6.114917858077959,-1.20237730980381,-5.9557335794224,-8,83700.0
2025-10-29 14:48:00,-6.093259053316089,-1.0387804042356872,-5.9557335794224,-8,83700.0
2025-10-29 14:49:00,-6.103259053316094,-1.1143140762766377,-5.9557335794224,-8,83700.0
2025-10-29 14:50:00,-6.1339178580779645,-1.3458912866815835,-5.9557335794224,-8,83700.0
2025-10-29 14:51:00,-6.12960024855424,-1.3132787965050128,-5.9557335794224,-8,83700.0
2025-10-29 14:52:00,-6.128941443792385,-1.3083026022229183,-5.9557335794224,-8,83700.0
2025-10-29 14:53:00,-6.145600248554231,-1.4341326717704046,-5.9557335794224,-8,83700.0
2025-10-29 14:54:00,-6.159259053316092,-1.5373026397057241,-5.9557335794224,-8,83700.0
2025-10-29 14:55:00,-6.172576662839816,-1.637895434719118,-5.9557335794224,-8,83700.0
2025-10-29 14:56:00,-6.180747260458887,-1.6996109588128303,-5.9557335794224,-8,83700.0
2025-10-29 14:57:00,-6.164917858077956,-1.5800456700083474,-5.9557335794224,-8,83700.0
2025-10-29 14:58:00,-6.156088455697031,-1.5133539516325405,-5.9557335794224,-8,83700.0
2025-10-29 14:59:00,-6.169917858077966,-1.6178125060288764,-5.9557335794224,-8,83700.0
